품목명,HS코드
화초용 초본(草本)식물의 종자,1209300000
파속 채소의 종자,12099110
양파 종자,1209911010
무 종자,1209912000
양배추 종자,1209914000
토마토 종자,1209915000
삼림수의 종자,12099910
참나무,1209991010
과수목의 종자,1209992000
담배 종자,1209993000
잔디 종자,1209994000
홉(hop)[잘게 부순 것ㆍ가루 모양ㆍ펠릿(pellet) 모양은 제외한다],1210100000
홉(hop),1210201000
루플린(lupulin),1210202000
인삼 뿌리(신선ㆍ냉장하거나 건조한 것),1211201
수삼,12112011
산양삼(山養蔘),1211201110
새싹삼,1211201120
백삼,12112012
본삼,1211201211
홍삼,12112013
인삼 가루(신선ㆍ 냉장하거나 건조한 것),1211202
백삼으로 만든 것,12112021
가루,1211202110
태블릿이나 캡슐,1211202120
홍삼으로 만든 것,12112022
인삼잎과 줄기ㆍ종자(신선ㆍ 냉장하거나 건조한 것),1211203
인삼잎과 줄기,1211203100
신선ㆍ냉장하거나 건조한 것,1211209300
부자(附子),1211901100
황련(黃連),1211901200
원지(遠志),1211901300
패모(貝母),1211901400
두충(杜沖),1211901500
감초,1211901600
사인(砂仁),1211901700
산조인(酸棗仁),1211901800
용안육(龍眼肉),1211901910
산사자(山査子),1211901920
연자육(蓮子肉),1211901930
박하,1211901940
초피(椒皮),1211901950
건조한 도라지,1211901960
구기자,1211901970
오미자,1211901980
사군자(使君子),1211901991
백수오,1211901992
하수오,1211901993
식용에 적합한 것,1211909010
김,12122110
미역,12122120
염장한 것,1212212020
톳,12122130
파래,12122140
다시마,12122150
우뭇가사리,12122160
"돌가사리, 뜬세모가사리와 불등가사리",12122170
돌가사리,121221701
뜬세모가사리,121221702
불등가사리,121221703
"도박, 진두발과 말",12122180
도박,121221801
진두발,121221802
말,121221803
코토니과 스피노잠,121221901
코토니와 스피노잠,121229901
사탕무,1212910000
로커스트콩(locust bean)(캐롭),1212920000
사탕수수,1212930000
치커리(chicory) 뿌리,1212940000
곤약,1212992000
꽃가루,1212993000
살구ㆍ복숭아[넥터린(nectarine)을 포함한다]ㆍ자두의 핵(核),1212996000
"곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다]",1213000000
사료용 뿌리채소류,1214901000
루우산(lucerne)(알팔파)의 베일(bale),121490901
아라비아 검,1301200000
올레오레진(oleoresin),1301901000
락(lac),13019020
쉘락(shellac),1301902010
아편,1302110000
감초로 만든 것,1302120000
홉(hop)으로 만든 것,1302130000
마황(麻黃)으로 만든 것,1302140000
인삼의 수액과 추출물(extract),1302191
백삼의 것,13021911
인삼 추출물(extract),1302191110
인삼 추출물(extract) 가루,1302191120
홍삼의 것,13021912
홍삼 추출물(extract),1302191210
홍삼 추출물(extract) 가루,1302191220
캐슈너트 쉘액(cashew nut shell liquid),1302192000
생칠(生漆),1302193000
알로에 수액과 추출물(extract),1302199010
콜라 추출물(extract),1302199020
제1211호의 추출물,130219903
당귀(當歸) 추출물,1302199031
오미자(五味子) 추출물,1302199032
작약(芍藥) 추출물,1302199033
천궁(川芎) 추출물,1302199034
황기(黃芪) 추출물,1302199035
바닐라 올레오레진이나 바닐라 추출물(extract),1302199091
펙틴질ㆍ펙티닝산염(pectinate)과 펙틴산염(pectate),1302200000
실 한천,1302311000
가루 한천,1302312000
로커스트콩(locust bean)ㆍ로커스트콩(locust bean)의 씨나 구아(guar)의 씨로부터 얻은 점질물과 시커너(thickener)(변성 가공했는지에 상관없다),1302320000
청환죽(靑丸竹),1401102000
등나무,1401200000
면(綿) 린터(linter),1404200000
조각용 종자ㆍ껍질ㆍ너트(예: 상아야자),1404901000
나무껍질,14049020
닥나무나 꾸지나무(paper mulberry) 껍질,1404902010
식품포장용으로 사용되는 식물의 잎,14049030
떡갈잎,1404903010
청미래덩굴잎,1404903020
충전용으로 주로 사용되는 식물성 재료[예: 케이폭(kapok)ㆍ식물성 헤어ㆍ거머리말][층상(層狀)으로 한 것인지 또는 지지물을 사용했는지에 상관없다],1404904000
비나 브러시를 만드는 데 주로 사용되는 식물성 재료[예: 수수류ㆍ피아사바(piassava)ㆍ카우치 그라스(couch-grass)ㆍ이스틸리(istle)](다발이나 꾸러미 상태인지에 상관없다),1404905000
염색용ㆍ유연용으로 주로 사용되는 식물성 원료,14049060
오배자(五倍子),1404906010
아몬드 껍질(almond hull),1404906020
산가(酸價)가 1 이하인 것,1501101000
그 밖의 돼지의 지방,1501200000
산가(酸價)가 2 이하인 것,1502101010
라드유(lard oil),1503002000
상어의 간유(肝油)와 그 분획물,1504101000
어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다],1504200000
고래기름과 그 분획물,1504301000
가공하지 않은 울그리스(wool grease),1505001000
우각유(neat's foot oil)와 그 분획물,1506001000
바이오디젤 제조용,1507102000
정제유(精製油),15079010
조유(粗油),1508100000
엑스트라 버진 올리브유,1509200000
버진 올리브유,1509300000
그 밖의 버진 올리브유,1509400000
올리브 퍼미스 조유(粗油),1510100000
팜 올레인(palm olein),1511901000
팜 스테아린(palm stearin),1511902000
해바라기씨유,1512111000
잇꽃유,1512112000
조유(粗油)[고시폴(gossypol)을 제거했는지에 상관없다],1512210000
팜핵유(palm kernel oil),1513211000
바바수유(babassu oil),1513212000
"그 밖의 유채유(rape oil, colza oil)",1514911000
겨자유,1514912000
피마자유와 그 분획물,1515300000
참기름과 그 분획물,1515500000
미생물성 지방과 기름 및 이들의 분획물,1515600000
들기름과 그 분획물,1515901000
쌀겨기름과 그 분획물,1515909010
동백유와 그 분획물,1515909020
호호바유(jojoba oil)와 그 분획물,1515909030
동유(tung oil)와 그 분획물,1515909040
우지(牛脂)와 그 분획물,1516101000
"땅콩기름ㆍ해바라기씨유ㆍ유채유(rape oil, colza oil)ㆍ들기름ㆍ참기름의 것",15162010
땅콩기름과 그 분획물,1516201010
해바라기씨유와 그 분획물,1516201020
"유채유(rape oil, colza oil)와 그 분획물",1516201030
야자[코프라(copra)]유와 그 분획물,1516202010
팜유와 그 분획물,1516202020
옥수수유와 그 분획물,1516202030
목화씨유와 그 분획물,1516202040
대두유와 그 분획물,1516202050
마가린(액상 마가린은 제외한다),1517100000
이미테이션 라드,1517901000
쇼트닝,1517902000
탈수피마자유,1518001000
에폭시화(epoxidised)한 대두유,1518002000
"글리세롤(glycerol)(가공하지 않은 것으로 한정한다), 글리세롤 수(水), 글리세롤 폐액(廢液)",1520000000
카나버 왁스,1521101000
팜왁스,1521102000
고래 왁스,1521901000
밀랍(蜜蠟),1521902000
"데그라스(degras), 지방성 물질이나 동물성ㆍ식물성 왁스를 처리할 때 생기는 잔유물",1522000000
소시지,1601001000
균질화한 조제품,1602100000
삼계탕,1602321010
육 추출물(extract),1603001000
육즙,1603002000
어류의 추출물(extract),1603003000
어류의 즙,1603004000
다랑어,160414101
기름에 담근 것,1604141011
삶은 것,1604141012
가다랑어,160414102
버니토(bonito),160414103
꽁치,1604191010
전갱이,1604191020
쥐치포,1604199010
생선 페이스트(paste),1604201000
생선 마리네이드(marinade),1604202000
생선소시지,1604203000
생선묵,16042040
게맛의 것,1604204010
캐비어,1604310000
캐비어 대용물,1604320000
붉은대게살,1605101091
빵가루나 반죽을 입힌 것,1605211000
가리비과의 조개(여왕 가리비과 조개를 포함한다),1605520000
조미오징어,1605542091
편광도수가 98.5도 이하인 것,1701121000
편광도수가 98.5도를 초과하는 것,1701122000
이 류의 소호주 제2호에 규정된 사탕수수당,1701130000
향미제(香味劑)나 착색제가 첨가된 것,1701910000
유당(乳糖),1702111000
유당(乳糖)시럽,1702119000
단풍당,1702201000
단풍당시럽,1702202000
포도당,1702301000
포도당시럽,1702302000
화학적으로 순수한 과당,1702500000
과당,1702601000
과당시럽,1702602000
인조꿀,1702901000
캐러멜당,1702902000
맥아당,1702903000
주정 제조용,1703101000
추잉껌(당을 도포하였는지에 상관없다),1704100000
감초 추출물(과자로 만들어진 것은 제외한다),1704901000
캔디류,17049020
드롭스(drops),1704902010
캐러멜,1704902020
생 것,1801001000
볶은 것,1801002000
코코아의 껍데기와 껍질,1802001000
탈지(脫脂)하지 않은 것,1803100000
전부나 일부를 탈지(脫脂)한 것,1803200000
"코코아 버터, 지방과 기름",1804000000
코코아 가루(설탕이나 그 밖의 감미료를 첨가한 것은 제외한다),1805000000
코코아 가루(설탕이나 그 밖의 감미료를 첨가한 것으로 한정한다),1806100000
초콜릿과 초콜릿 과자,1806201000
코코아 조제품(밀크분의 함유량이 전 중량의 100분의 50 이상의 것으로 한정한다),1806209010
"맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]",1806902
영유아ㆍ어린이용 조제식료품(소매용으로 한정한다),18069021
제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품,180690211
조제 분유,1806902111
오트밀의 것,1806902191
제1905호의 베이커리 제품 제조용 혼합물과 가루반죽,18069022
보릿가루의 것,1806902210
맥아 추출물(extract)의 것,1806902910
곡물이나 곡물 가공품을 팽창시키거나 볶아서 얻은 조제 식료품[예: 콘 플레이크(corn flake)]과 사전조리나 그 밖의 방법으로 조제한 낟알 모양인 곡물의 것(옥수수는 제외한다),18069030
곡물이나 곡물 가공품을 팽창시키거나 볶아서 얻은 조제 식료품,1806903010
낱알 모양의 쌀,1806903091
코코아 조제품(밀크분의 함유량이 100분의 50 이상의 것),1806909010
쌀가루의 것,1901201000
맥아 추출물(extract),1901901000
지방분이 전 중량의 100분의 30 이하인 것,1901902010
지방분이 전 중량의 100분의 30을 초과하는 것,1901902020
오트밀,1901909010
스파게티,1902111000
마카로니,1902112000
국수,1902191000
당면,1902192000
냉면,1902193000
속을 채운 파스타(조리한 것인지 또는 그 밖의 방법으로 조제한 것인지에 상관없다),1902200000
인스탄트 면류,19023010
라면,1902301010
쿠스쿠스(couscous),1902400000
타피오카,1903001000
콘 플레이크(corn flake),1904101000
콘 칩,1904102000
튀긴 쌀,1904103000
무슬리(Musli) 형태의 조제 식료품,1904201000
불거 밀(bulgur wheat),1904300000
코코아를 함유하지 않은 낟알 모양의 쌀,19049010
찌거나 삶은 쌀,1904901010
귀리빵,1905100000
생강과자(gingerbread)와 그 밖에 이와 유사한 것,1905200000
스위트 비스킷,1905310000
와플과 웨이퍼,1905320000
러스크(rusk)ㆍ토스트 빵과 그 밖에 이와 유사한 토스트 물품,1905400000
베이커리 제품,19059010
빵,1905901010
건빵,1905901020
페이스트리와 케이크,1905901030
"비스킷, 쿠키와 크래커",1905901040
쌀과자,1905901050
제약용에 적합한 빈 캡슐,1905909010
라이스 페이퍼,1905909020
과실과 견과류,2001901000
토마토,2001909020
꽃양배추,2001909030
염교(rakkyo),2001909050
토마토의 전체나 조각,2002100000
토마토 페이스트(paste)(브릭스(brix) 값이 100분의 24 이상인 것으로 한정한다),2002901000
표고버섯,2003901000
유아용 퓨레콘(pureed corn),2005101000
플레이크로 만든 감자크로켓,2005201000
녹두,2005511000
팥,2005512000
스위트콘[자메이스 변종 사카라타(Zea mays var. saccharata)],2005800000
김치,2005991000
사우어크라우트(sauerkraut),2005992000
마롱 글라세(marrons glacés),2006001000
생강,2006003000
연근,2006004000
콩[비그나(Vigna)종ㆍ파세러스(Phaseolus)종],20060060
꼬투리를 벗긴 콩,2006006010
잼ㆍ과실젤리와 마멀레이드(marmalade),2007911000
피넛 버터,2008111000
코코넛,2008192000
볶은 참깨가루,2008193000
유자,2008301000
설탕을 첨가하여 밀폐용기에 넣은 것,2008701000
팜 하트(palm heart),2008910000
"크랜베리(cranberry)[바치니움 매크로카르폰(Vaccinium macrocarpon)ㆍ바치니움 옥시코코스(Vaccinium oxycoccos), 링곤베리(lingonberry)[바치니움 비티스-이다에아(Vaccinium vitis-idaea)]",2008930000
과실 칵테일,20089710
설탕을 첨가한 밀폐용기에 넣은 것,2008971010
과실 샐러드,2008972000
포도,2008991000
팝콘,2008993000
소금에 절인 초피,2008994000
조제한 식용 해초류,20089950
냉동하지 않은 것으로서 브릭스(Brix) 값이 20 이하인 것,2009120000
브릭스(Brix) 값이 20 이하인 것,2009210000
레몬주스,2009311000
라임주스,2009312000
토마토주스,2009500000
브릭스(Brix) 값이 30 이하인 것,2009610000
"크랜베리(cranberry)[바치니움 매크로카르폰(Vaccinium macrocarpon)ㆍ바치니움 옥시코코스(Vaccinium oxycoccos)] 주스, 링곤베리(lingonberry)[바치니움 비티스-이다에아(Vaccinium vitis-idaea)] 주스",2009810000
크랜베리(cranberry)[바치니움 매크로카르폰(Vaccinium macrocarpon)ㆍ바치니움 옥시코코스(Vaccinium oxycoccos)ㆍ바치니움 비티스-이다에아(Vaccinium vitis-idaea)] 이외의 과실주스,20098910
복숭아주스,2009891010
딸기주스,2009891020
코코넛 주스(코코넛 워터를 포함한다),2009891030
채소 주스,2009892000
과실로 만든 것,20099010
오렌지주스를 주요 재료로 만든 것,2009901010
사과주스를 주요 재료로 만든 것,2009901020
포도주스를 주요 재료로 만든 것,2009901030
채소로 만든 것,2009902000
인스턴트 커피,2101111000
인스턴트 커피의 조제품,2101121000
밀크ㆍ크림 또는 이들의 대용물을 함유한 것,2101129010
설탕ㆍ레몬이나 이들의 대용물을 함유한 것,2101201000
곡물을 함유한 것,210120901
티백 포장의 것,2101209011
보리의 것,2101301000
양조효모,2102101000
증류효모,2102102000
제빵효모,2102103000
배양효모,2102104000
불활성 효모,2102201000
누룩,2102202000
클로렐라,21022030
태블릿(tablet) 모양의 것,2102203010
스피루리나(spirulina),21022040
조제한 베이킹 파우더,2102300000
간장,2103100000
토마토 케첩,2103201000
그 밖의 토마토 소스,2103202000
겨자의 고운 가루ㆍ거친 가루,2103301000
조제한 겨자,2103302000
장류,21039010
된장,2103901010
춘장,2103901020
고추장,2103901030
마요네스,2103909010
인스턴트 카레,2103909020
